pollster,start_date,end_date,candidate_name,pct,sample_size,state,methodology,party,election_date
Washington Post/George Mason University,2024-09-30,2024-10-15,Donald Trump,47,695,Wisconsin,Live Phone/Text-to-Web/Email/Mail-to-Web,REP,2024-11-05
Mitchell,2024-10-14,2024-10-14,Kamala Harris,47,589,Michigan,NA,DEM,2024-11-05
Mitchell,2024-10-14,2024-10-14,Donald Trump,47,589,Michigan,NA,REP,2024-11-05
Mitchell,2024-10-14,2024-10-14,Jill Stein,1,589,Michigan,NA,GRE,2024-11-05
Mitchell,2024-10-14,2024-10-14,Chase Oliver,1,589,Michigan,NA,LIB,2024-11-05
Mitchell,2024-10-14,2024-10-14,Robert F. Kennedy,0,589,Michigan,NA,IND,2024-11-05
Mitchell,2024-10-14,2024-10-14,Cornel West,0,589,Michigan,NA,IND,2024-11-05
Mitchell,2024-10-14,2024-10-14,Kamala Harris,47.4,589,Michigan,NA,DEM,2024-11-05
Mitchell,2024-10-14,2024-10-14,Donald Trump,48.5,589,Michigan,NA,REP,2024-11-05
TIPP,2024-10-12,2024-10-14,Kamala Harris,49,1198,National,Online Panel,DEM,2024-11-05
TIPP,2024-10-12,2024-10-14,Donald Trump,46,1198,National,Online Panel,REP,2024-11-05
Patriot Polling,2024-10-12,2024-10-14,Kamala Harris,49,803,Wisconsin,IVR,DEM,2024-11-05
Patriot Polling,2024-10-12,2024-10-14,Donald Trump,50,803,Wisconsin,IVR,REP,2024-11-05
Emerson,2024-10-12,2024-10-14,Kamala Harris,61,1000,California,IVR/Online Panel,DEM,2024-11-05
Emerson,2024-10-12,2024-10-14,Donald Trump,36.6,1000,California,IVR/Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,46,620,North Carolina,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,48,620,North Carolina,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,620,North Carolina,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,0,620,North Carolina,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,46,1141,Arizona,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,48,1141,Arizona,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,1141,Arizona,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,1,1141,Arizona,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,44,1009,Florida,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,50,1009,Florida,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,0,1009,Florida,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,1,1009,Florida,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,47,637,Georgia,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,47,637,Georgia,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,637,Georgia,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,2,637,Georgia,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,47,682,Michigan,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,47,682,Michigan,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,682,Michigan,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,0,682,Michigan,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,51,544,Minnesota,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,43,544,Minnesota,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,0,544,Minnesota,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,1,544,Minnesota,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,47,838,Nevada,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,47,838,Nevada,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,838,Nevada,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,0,838,Nevada,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,49,382,New Mexico,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,45,382,New Mexico,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,382,New Mexico,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,2,382,New Mexico,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,48,1649,Pennsylvania,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,48,1649,Pennsylvania,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,1649,Pennsylvania,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,0,1649,Pennsylvania,Online Panel,GRE,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Kamala Harris,48,641,Wisconsin,Online Panel,DEM,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Donald Trump,47,641,Wisconsin,Online Panel,REP,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Chase Oliver,1,641,Wisconsin,Online Panel,LIB,2024-11-05
Redfield & Wilton Strategies,2024-10-12,2024-10-14,Jill Stein,1,641,Wisconsin,Online Panel,GRE,2024-11-05
Cygnal,2024-10-12,2024-10-14,Kamala Harris,46.6,600,North Carolina,Live Phone/Text-to-Web,DEM,2024-11-05
Cygnal,2024-10-12,2024-10-14,Donald Trump,47.2,600,North Carolina,Live Phone/Text-to-Web,REP,2024-11-05
Cygnal,2024-10-12,2024-10-14,Chase Oliver,0.9,600,North Carolina,Live Phone/Text-to-Web,LIB,2024-11-05
Cygnal,2024-10-12,2024-10-14,Randall A. Terry,0.1,600,North Carolina,Live Phone/Text-to-Web,CON,2024-11-05
Cygnal,2024-10-12,2024-10-14,Jill Stein,0.4,600,North Carolina,Live Phone/Text-to-Web,GRE,2024-11-05
Cygnal,2024-10-12,2024-10-14,Cornel West,0.6,600,North Carolina,Live Phone/Text-to-Web,IND,2024-11-05
Beacon/Shaw,2024-10-11,2024-10-14,Kamala Harris,48,1110,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-10-11,2024-10-14,Donald Trump,50,1110,National,Live Phone/Text-to-Web,REP,2024-11-05
Beacon/Shaw,2024-10-11,2024-10-14,Kamala Harris,48,870,National,Live Phone/Text-to-Web,DEM,2024-11-05
Beacon/Shaw,2024-10-11,2024-10-14,Donald Trump,50,870,National,Live Phone/Text-to-Web,REP,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Kamala Harris,45,1328,Georgia,Live Phone,DEM,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Donald Trump,52,1328,Georgia,Live Phone,REP,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Jill Stein,1,1328,Georgia,Live Phone,GRE,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Chase Oliver,1,1328,Georgia,Live Phone,LIB,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Kamala Harris,46,1328,Georgia,Live Phone,DEM,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Donald Trump,52,1328,Georgia,Live Phone,REP,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Kamala Harris,49,1031,North Carolina,Live Phone,DEM,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Donald Trump,47,1031,North Carolina,Live Phone,REP,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Jill Stein,0,1031,North Carolina,Live Phone,GRE,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Chase Oliver,1,1031,North Carolina,Live Phone,LIB,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Cornel West,0,1031,North Carolina,Live Phone,IND,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Randall A. Terry,0,1031,North Carolina,Live Phone,CON,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Kamala Harris,50,1031,North Carolina,Live Phone,DEM,2024-11-05
Quinnipiac,2024-10-10,2024-10-14,Donald Trump,47,1031,North Carolina,Live Phone,REP,2024-11-05
SurveyUSA,2024-10-09,2024-10-14,Kamala Harris,57,703,Washington,Online Panel,DEM,2024-11-05
SurveyUSA,2024-10-09,2024-10-14,Donald Trump,35,703,Washington,Online Panel,REP,2024-11-05
East Carolina University,2024-10-09,2024-10-14,Kamala Harris,45.8,701,Georgia,IVR/Text-to-Web,DEM,2024-11-05
East Carolina University,2024-10-09,2024-10-14,Donald Trump,48.9,701,Georgia,IVR/Text-to-Web,REP,2024-11-05
East Carolina University,2024-10-09,2024-10-14,Chase Oliver,0.4,701,Georgia,IVR/Text-to-Web,LIB,2024-11-05
East Carolina University,2024-10-09,2024-10-14,Jill Stein,1.4,701,Georgia,IVR/Text-to-Web,GRE,2024-11-05
Fairleigh Dickinson,2024-10-08,2024-10-14,Kamala Harris,50,806,National,Live Phone/Text-to-Web,DEM,2024-11-05
Fairleigh Dickinson,2024-10-08,2024-10-14,Donald Trump,47,806,National,Live Phone/Text-to-Web,REP,2024-11-05
ActiVote,2024-09-08,2024-10-14,Kamala Harris,62.9,400,Maryland,App Panel,DEM,2024-11-05
ActiVote,2024-09-08,2024-10-14,Donald Trump,37.1,400,Maryland,App Panel,REP,2024-11-05
TIPP,2024-10-11,2024-10-13,Kamala Harris,49,1212,National,Online Panel,DEM,2024-11-05
TIPP,2024-10-11,2024-10-13,Donald Trump,46,1212,National,Online Panel,REP,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Kamala Harris,49,2596,National,Online Panel,DEM,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Donald Trump,48,2596,National,Online Panel,REP,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Cornel West,1,2596,National,Online Panel,IND,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Jill Stein,1,2596,National,Online Panel,GRE,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Kamala Harris,51,2596,National,Online Panel,DEM,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Donald Trump,49,2596,National,Online Panel,REP,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Kamala Harris,51,3145,National,Online Panel,DEM,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Donald Trump,49,3145,National,Online Panel,REP,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Kamala Harris,49,3145,National,Online Panel,DEM,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Donald Trump,48,3145,National,Online Panel,REP,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Cornel West,2,3145,National,Online Panel,IND,2024-11-05
HarrisX/Harris Poll,2024-10-11,2024-10-13,Jill Stein,1,3145,National,Online Panel,GRE,2024-11-05
Morning Consult,2024-10-11,2024-10-13,Kamala Harris,50,8647,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-10-11,2024-10-13,Donald Trump,46,8647,National,Online Panel,REP,2024-11-05
SoCal Strategies,2024-10-11,2024-10-13,Kamala Harris,49,692,Michigan,Online Panel,DEM,2024-11-05
SoCal Strategies,2024-10-11,2024-10-13,Donald Trump,48,692,Michigan,Online Panel,REP,2024-11-05
Ipsos,2024-10-11,2024-10-13,Kamala Harris,45,807,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-10-11,2024-10-13,Donald Trump,42,807,National,Probability Panel,REP,2024-11-05
Ipsos,2024-10-11,2024-10-13,Kamala Harris,47,769,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-10-11,2024-10-13,Donald Trump,44,769,National,Probability Panel,REP,2024-11-05
Ipsos,2024-10-11,2024-10-13,Kamala Harris,41,938,National,Probability Panel,DEM,2024-11-05
Ipsos,2024-10-11,2024-10-13,Donald Trump,37,938,National,Probability Panel,REP,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Kamala Harris,46,1090,Arizona,IVR/Live Phone/Text/Online Panel/Email,DEM,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Donald Trump,47.5,1090,Arizona,IVR/Live Phone/Text/Online Panel/Email,REP,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Kamala Harris,44.6,1085,North Carolina,IVR/Live Phone/Text/Online Panel/Email,DEM,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Donald Trump,46.5,1085,North Carolina,IVR/Live Phone/Text/Online Panel/Email,REP,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Kamala Harris,45.6,1088,Nevada,IVR/Live Phone/Text/Online Panel/Email,DEM,2024-11-05
Trafalgar Group,2024-10-10,2024-10-13,Donald Trump,44.8,1088,Nevada,IVR/Live Phone/Text/Online Panel/Email,REP,2024-11-05
ActiVote,2024-09-07,2024-10-13,Kamala Harris,60,400,Washington,App Panel,DEM,2024-11-05
ActiVote,2024-09-07,2024-10-13,Donald Trump,40,400,Washington,App Panel,REP,2024-11-05
Morning Consult,2024-10-10,2024-10-12,Kamala Harris,50,8901,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-10-10,2024-10-12,Donald Trump,46,8901,National,Online Panel,REP,2024-11-05
Elway,2024-10-08,2024-10-12,Kamala Harris,57,401,Washington,Live Phone/Text-to-Web,DEM,2024-11-05
Elway,2024-10-08,2024-10-12,Donald Trump,32,401,Washington,Live Phone/Text-to-Web,REP,2024-11-05
Morning Consult,2024-10-09,2024-10-11,Kamala Harris,50,8902,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-10-09,2024-10-11,Donald Trump,46,8902,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,51,2010,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,49,2010,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,51,1692,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,49,1692,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,51,1622,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,49,1622,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,49,2010,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,46,2010,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Cornel West,2,2010,National,Online Panel,IND,2024-11-05
HarrisX,2024-10-09,2024-10-11,Jill Stein,2,2010,National,Online Panel,GRE,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,49,1692,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,48,1692,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Cornel West,1,1692,National,Online Panel,IND,2024-11-05
HarrisX,2024-10-09,2024-10-11,Jill Stein,1,1692,National,Online Panel,GRE,2024-11-05
HarrisX,2024-10-09,2024-10-11,Kamala Harris,49,1622,National,Online Panel,DEM,2024-11-05
HarrisX,2024-10-09,2024-10-11,Donald Trump,49,1622,National,Online Panel,REP,2024-11-05
HarrisX,2024-10-09,2024-10-11,Cornel West,1,1622,National,Online Panel,IND,2024-11-05
HarrisX,2024-10-09,2024-10-11,Jill Stein,1,1622,National,Online Panel,GRE,2024-11-05
YouGov,2024-10-08,2024-10-11,Kamala Harris,51,2712,National,Online Panel,DEM,2024-11-05
YouGov,2024-10-08,2024-10-11,Donald Trump,48,2712,National,Online Panel,REP,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Kamala Harris,44.9,600,Michigan,Live Phone,DEM,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Donald Trump,44,600,Michigan,Live Phone,REP,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Robert F. Kennedy,2.6,600,Michigan,Live Phone,IND,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Jill Stein,2.1,600,Michigan,Live Phone,GRE,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Cornel West,0.5,600,Michigan,Live Phone,IND,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Joseph Kishore,0,600,Michigan,Live Phone,IND,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Randall A. Terry,0,600,Michigan,Live Phone,CON,2024-11-05
MRG (Marketing Resource Group),2024-10-07,2024-10-11,Chase Oliver,1.2,600,Michigan,Live Phone,LIB,2024-11-05
Morning Consult,2024-10-08,2024-10-10,Kamala Harris,50,9556,National,Online Panel,DEM,2024-11-05
Morning Consult,2024-10-08,2024-10-10,Donald Trump,46,9556,National,Online Panel,REP,2024-11-05
Marist,2024-10-08,2024-10-10,Kamala Harris,52,1401,National,Online Panel/Text-to-Web,DEM,2024-11-05
Marist,2024-10-08,2024-10-10,Donald Trump,47,1401,National,Online Panel/Text-to-Web,REP,2024-11-05
Marist,2024-10-08,2024-10-10,Kamala Harris,51,1708,National,Online Panel/Text-to-Web,DEM,2024-11-05
Marist,2024-10-08,2024-10-10,Donald Trump,48,1708,National,Online Panel/Text-to-Web,REP,2024-11-05
RMG Research,2024-10-07,2024-10-10,Kamala Harris,50,2945,National,Online Panel,DEM,2024-11-05
RMG Research,2024-10-07,2024-10-10,Donald Trump,47,2945,National,Online Panel,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,50,857,Pennsylvania,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,47,857,Pennsylvania,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,49,857,Pennsylvania,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,45,857,Pennsylvania,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Jill Stein,2,857,Pennsylvania,Live Phone,GRE,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Chase Oliver,1,857,Pennsylvania,Live Phone,LIB,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,50,857,Pennsylvania,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,47,857,Pennsylvania,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,49,857,Pennsylvania,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,45,857,Pennsylvania,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Jill Stein,1,857,Pennsylvania,Live Phone,GRE,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Chase Oliver,0,857,Pennsylvania,Live Phone,LIB,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,46,808,Arizona,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,51,808,Arizona,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,45,808,Arizona,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,50,808,Arizona,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Jill Stein,1,808,Arizona,Live Phone,GRE,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Chase Oliver,0,808,Arizona,Live Phone,LIB,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,45,808,Arizona,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,51,808,Arizona,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Kamala Harris,44,808,Arizona,Live Phone,DEM,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Donald Trump,49,808,Arizona,Live Phone,REP,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Jill Stein,2,808,Arizona,Live Phone,GRE,2024-11-05
Siena/NYT,2024-10-07,2024-10-10,Chase Oliver,1,808,Arizona,Live Phone,LIB,2024-11-05
RMG Research,2024-10-07,2024-10-10,Kamala Harris,47,731,Georgia,Online Panel,DEM,2024-11-05
RMG Research,2024-10-07,2024-10-10,Donald Trump,50,731,Georgia,Online Panel,REP,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Kamala Harris,56,700,Massachusetts,Online Panel,DEM,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Donald Trump,30,700,Massachusetts,Online Panel,REP,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Jill Stein,2,700,Massachusetts,Online Panel,GRE,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Chase Oliver,1,700,Massachusetts,Online Panel,LIB,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Claudia De La Cruz,1,700,Massachusetts,Online Panel,PSL,2024-11-05
UMass Amherst/YouGov,2024-10-03,2024-10-10,Shiva Ayyadurai,1,700,Massachusetts,Online Panel,IND,2024-11-05
American Pulse,2024-10-02,2024-10-10,Kamala Harris,47.6,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,DEM,2024-11-05
American Pulse,2024-10-02,2024-10-10,Donald Trump,49,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,REP,2024-11-05
American Pulse,2024-10-02,2024-10-10,Jill Stein,1.7,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,GRE,2024-11-05
American Pulse,2024-10-02,2024-10-10,Chase Oliver,0.2,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,LIB,2024-11-05
American Pulse,2024-10-02,2024-10-10,Kamala Harris,49.5,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,DEM,2024-11-05
American Pulse,2024-10-02,2024-10-10,Donald Trump,50.5,1193,Pennsylvania,IVR/Live Phone/Text-to-Web,REP,2024-11-05
University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-10,Kamala Harris,50,600,New Hampshire,Online Panel,DEM,2024-11-05
University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-10,Donald Trump,41,600,New Hampshire,Online Panel,REP,2024-11-05
University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-10,Jill Stein,1,600,New Hampshire,Online Panel,GRE,2024-11-05
University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-10,Chase Oliver,1,600,New Hampshire,Online Panel,LIB,2024-11-05
YouGov,2024-10-02,2024-10-10,Kamala Harris,46,1091,Texas,Online Panel,DEM,2024-11-05
YouGov,2024-10-02,2024-10-10,Donald Trump,51,1091,Texas,Online Panel,REP,2024-11-05
YouGov,2024-10-02,2024-10-10,Jill Stein,2,1091,Texas,Online Panel,GRE,2024-11-05
YouGov,2024-10-02,2024-10-10,Chase Oliver,1,1091,Texas,Online Panel,LIB,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Kamala Harris,50,780,National,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Donald Trump,50,780,National,Probability Panel,REP,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Kamala Harris,43,780,National,Probability Panel,DEM,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Donald Trump,39,780,National,Probability Panel,REP,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Robert F. Kennedy,10,780,National,Probability Panel,IND,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Chase Oliver,3,780,National,Probability Panel,LIB,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Jill Stein,1,780,National,Probability Panel,GRE,2024-11-05
Marquette Law School,2024-10-01,2024-10-10,Cornel West,3,780,National,Probability Panel,IND,2024-11-05
