candidate_name,pct,sample_size,state,start_date,end_date,methodology,party,candidate_win
Donald Trump,47.8,735,Arizona,2024-10-05,2024-10-07,Online Panel,REP,0
Kamala Harris,51,450,Michigan,2024-10-05,2024-10-07,Online Panel,DEM,0
Kamala Harris,50,450,Pennsylvania,2024-10-05,2024-10-07,Online Panel,DEM,0
Donald Trump,49,450,Pennsylvania,2024-10-05,2024-10-07,Online Panel,REP,0
Kamala Harris,51,11739,National,2024-10-05,2024-10-07,Online Panel,DEM,0
Kamala Harris,42,1272,National,2024-10-04,2024-10-07,Probability Panel,DEM,0
Donald Trump,38,1272,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Kamala Harris,46,1076,National,2024-10-04,2024-10-07,Probability Panel,DEM,0
Donald Trump,43,1076,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Kamala Harris,47,1076,National,2024-10-04,2024-10-07,Probability Panel,DEM,0
Donald Trump,45,1076,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Kamala Harris,48,1272,National,2024-10-04,2024-10-07,Probability Panel,DEM,0
Donald Trump,47,1272,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Kamala Harris,50,1076,National,2024-10-04,2024-10-07,Probability Panel,DEM,0
Donald Trump,48,1076,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Donald Trump,49,1076,National,2024-10-04,2024-10-07,Probability Panel,REP,0
Donald Trump,50,1007,Michigan,2024-10-03,2024-10-07,Live Phone,REP,0
Kamala Harris,47,1007,Michigan,2024-10-03,2024-10-07,Live Phone,DEM,0
Kamala Harris,49,1412,Pennsylvania,2024-10-03,2024-10-07,Live Phone,DEM,0
Donald Trump,46,1412,Pennsylvania,2024-10-03,2024-10-07,Live Phone,REP,0
Donald Trump,47,1412,Pennsylvania,2024-10-03,2024-10-07,Live Phone,REP,0
Kamala Harris,46,1073,Wisconsin,2024-10-03,2024-10-07,Live Phone,DEM,0
Donald Trump,48,1073,Wisconsin,2024-10-03,2024-10-07,Live Phone,REP,0
Donald Trump,51,1257,Florida,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,REP,0
Kamala Harris,47,1410,Florida,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,51,1410,Florida,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,REP,0
Kamala Harris,46,1365,Texas,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,52,1365,Texas,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,REP,0
Donald Trump,53,1186,Texas,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,REP,0
Kamala Harris,46,1511,Ohio,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,52,1511,Ohio,2024-10-03,2024-10-07,Live Phone/Online Panel/Text-to-Web,REP,0
Kamala Harris,45,1002,Ohio,2024-10-03,2024-10-07,Live Phone/Text-to-Web,DEM,0
Donald Trump,51,1002,Ohio,2024-10-03,2024-10-07,Live Phone/Text-to-Web,REP,0
Kamala Harris,44,1002,Ohio,2024-10-03,2024-10-07,Live Phone/Text-to-Web,DEM,0
Donald Trump,51,1002,Ohio,2024-10-03,2024-10-07,Live Phone/Text-to-Web,REP,0
Donald Trump,46.8,1037,Pennsylvania,2024-10-02,2024-10-07,Live Phone/Text-to-Web,REP,0
Donald Trump,54,539,Utah,2024-10-02,2024-10-07,Online Panel/Text-to-Web,REP,0
Donald Trump,52,600,Utah,2024-10-02,2024-10-07,Online Panel/Text-to-Web,REP,0
Donald Trump,51,600,Utah,2024-10-02,2024-10-07,Online Panel/Text-to-Web,REP,0
Kamala Harris,47.72,1918,National,2024-10-06,2024-10-06,Online Panel,DEM,0
Donald Trump,45.99,1918,National,2024-10-06,2024-10-06,Online Panel,REP,0
Kamala Harris,51,11353,National,2024-10-04,2024-10-06,Online Panel,DEM,0
Kamala Harris,45,811,Texas,2024-10-02,2024-10-06,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,50,811,Texas,2024-10-02,2024-10-06,IVR/Online Panel/Text-to-Web,REP,0
Kamala Harris,45,775,Texas,2024-10-02,2024-10-06,IVR/Online Panel/Text-to-Web,DEM,0
Kamala Harris,48,4025,National,2024-09-30,2024-10-06,Probability Panel,DEM,0
Donald Trump,47,4025,National,2024-09-30,2024-10-06,Probability Panel,REP,0
Donald Trump,49,4025,National,2024-09-30,2024-10-06,Probability Panel,REP,0
Kamala Harris,49,3385,National,2024-09-29,2024-10-06,Live Phone,DEM,0
Kamala Harris,47,3385,National,2024-09-29,2024-10-06,Live Phone,DEM,0
Kamala Harris,41,622,Florida,2024-09-29,2024-10-06,Live Phone,DEM,0
Kamala Harris,40,622,Florida,2024-09-29,2024-10-06,Live Phone,DEM,0
Donald Trump,53,622,Florida,2024-09-29,2024-10-06,Live Phone,REP,0
Kamala Harris,41,622,Florida,2024-09-29,2024-10-06,Live Phone,DEM,0
Donald Trump,53,622,Florida,2024-09-29,2024-10-06,Live Phone,REP,0
Donald Trump,53,400,Florida,2024-09-17,2024-10-06,App Panel,REP,0
Kamala Harris,50.8,400,North Carolina,2024-09-07,2024-10-06,App Panel,DEM,0
Donald Trump,49.2,400,North Carolina,2024-09-07,2024-10-06,App Panel,REP,0
Kamala Harris,51,10844,National,2024-10-03,2024-10-05,Online Panel,DEM,0
Donald Trump,45,10844,National,2024-10-03,2024-10-05,Online Panel,REP,0
Kamala Harris,61.2,500,Massachusetts,2024-10-01,2024-10-05,Live Phone,DEM,0
Kamala Harris,58.8,400,Illinois,2024-09-03,2024-10-05,App Panel,DEM,0
Donald Trump,41.2,400,Illinois,2024-09-03,2024-10-05,App Panel,REP,0
Kamala Harris,49,997,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,46,997,National,2024-10-02,2024-10-04,Online Panel,REP,0
Donald Trump,45,997,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,46,1150,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Kamala Harris,47,1032,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Kamala Harris,48,1151,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,46,1151,National,2024-10-02,2024-10-04,Online Panel,REP,0
Donald Trump,47,1033,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,44.5,1013,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Kamala Harris,49.9,755,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,46.4,755,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,51,10454,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,45,10454,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,49,2290,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,46,2290,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,49,2290,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Kamala Harris,47,2560,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,46,2560,National,2024-10-02,2024-10-04,Online Panel,REP,0
Kamala Harris,47,2560,National,2024-10-02,2024-10-04,Online Panel,DEM,0
Donald Trump,45,2560,National,2024-10-02,2024-10-04,Online Panel,REP,0
Donald Trump,44.2,600,Michigan,2024-10-01,2024-10-04,Live Phone,REP,0
Kamala Harris,43,625,Florida,2024-10-01,2024-10-04,Live Phone,DEM,0
Donald Trump,49,625,Florida,2024-10-01,2024-10-04,Live Phone,REP,0
Kamala Harris,42,617,Texas,2024-09-29,2024-10-04,Live Phone,DEM,0
Donald Trump,49,617,Texas,2024-09-29,2024-10-04,Live Phone,REP,0
Kamala Harris,52,800,Virginia,2024-09-28,2024-10-04,Live Phone,DEM,0
Donald Trump,41,800,Virginia,2024-09-28,2024-10-04,Live Phone,REP,0
Donald Trump,45,10775,National,2024-10-01,2024-10-03,Online Panel,REP,0
Kamala Harris,49,2965,National,2024-09-30,2024-10-03,Online Panel,DEM,0
Donald Trump,49,2965,National,2024-09-30,2024-10-03,Online Panel,REP,0
Donald Trump,49,782,Nevada,2024-09-30,2024-10-03,Online Panel,REP,0
Kamala Harris,46,783,Arizona,2024-09-30,2024-10-02,Online Panel,DEM,0
Kamala Harris,50,11085,National,2024-09-30,2024-10-02,Online Panel,DEM,0
Kamala Harris,47,555,Arizona,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,48,555,Arizona,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,45,2946,Florida,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,49,2946,Florida,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,47,3783,Georgia,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,47,3783,Georgia,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,48,839,Michigan,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,46,839,Michigan,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,51,551,Minnesota,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,43,551,Minnesota,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,48,514,Nevada,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,47,514,Nevada,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,45,753,North Carolina,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,47,753,North Carolina,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,48,5686,Pennsylvania,2024-09-27,2024-10-02,Online Panel,DEM,0
Donald Trump,47,5686,Pennsylvania,2024-09-27,2024-10-02,Online Panel,REP,0
Donald Trump,46,533,Wisconsin,2024-09-27,2024-10-02,Online Panel,REP,0
Kamala Harris,50.7,1000,National,2024-09-25,2024-10-02,App Panel,DEM,0
Donald Trump,49.3,1000,National,2024-09-25,2024-10-02,App Panel,REP,0
Kamala Harris,46.8,1000,Pennsylvania,2024-09-24,2024-10-02,Online Panel,DEM,0
Kamala Harris,45,500,Arizona,2024-09-24,2024-10-02,Live Phone,DEM,0
Kamala Harris,44,500,Georgia,2024-09-24,2024-10-02,Live Phone,DEM,0
Donald Trump,47,500,Georgia,2024-09-24,2024-10-02,Live Phone,REP,0
Kamala Harris,48,500,Michigan,2024-09-24,2024-10-02,Live Phone,DEM,0
Donald Trump,47,500,Nevada,2024-09-24,2024-10-02,Live Phone,REP,0
Donald Trump,46,500,Pennsylvania,2024-09-24,2024-10-02,Live Phone,REP,0
Kamala Harris,46,500,Wisconsin,2024-09-24,2024-10-02,Live Phone,DEM,0
Donald Trump,47,500,Wisconsin,2024-09-24,2024-10-02,Live Phone,REP,0
Kamala Harris,56,400,New Jersey,2024-09-04,2024-10-02,App Panel,DEM,0
Donald Trump,44,400,New Jersey,2024-09-04,2024-10-02,App Panel,REP,0
Kamala Harris,48,1463,National,2024-09-29,2024-10-01,Online Panel,DEM,0
Donald Trump,45,1463,National,2024-09-29,2024-10-01,Online Panel,REP,0
Kamala Harris,49,1261,National,2024-09-29,2024-10-01,Online Panel,DEM,0
Donald Trump,46,1261,National,2024-09-29,2024-10-01,Online Panel,REP,0
Kamala Harris,50.2,1000,National,2024-09-29,2024-10-01,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,48.6,1000,National,2024-09-29,2024-10-01,IVR/Online Panel/Text-to-Web,REP,0
Kamala Harris,50,11274,National,2024-09-29,2024-10-01,Online Panel,DEM,0
Kamala Harris,42,400,Nebraska,2024-09-27,2024-10-01,Online Panel,DEM,0
Donald Trump,53,400,Nebraska,2024-09-27,2024-10-01,Online Panel,REP,0
Kamala Harris,50,1294,National,2024-09-27,2024-10-01,Live Phone/Online Panel/Text-to-Web,DEM,0
Donald Trump,48,1294,National,2024-09-27,2024-10-01,Live Phone/Online Panel/Text-to-Web,REP,0
Kamala Harris,50,1514,National,2024-09-27,2024-10-01,Live Phone/Online Panel/Text-to-Web,DEM,0
Kamala Harris,57,3045,California,2024-09-25,2024-10-01,Email,DEM,0
Kamala Harris,47,600,Arizona,2024-09-24,2024-10-01,Live Phone,DEM,0
Donald Trump,49,600,Arizona,2024-09-24,2024-10-01,Live Phone,REP,0
Kamala Harris,48,600,Arizona,2024-09-24,2024-10-01,Live Phone,DEM,0
Kamala Harris,48,709,Michigan,2024-09-30,2024-09-30,Text-to-Web,DEM,0
Donald Trump,49,709,Michigan,2024-09-30,2024-09-30,Text-to-Web,REP,0
Kamala Harris,47,709,Michigan,2024-09-30,2024-09-30,Text-to-Web,DEM,0
Donald Trump,47,709,Michigan,2024-09-30,2024-09-30,Text-to-Web,REP,0
Kamala Harris,47.7,800,Arizona,2024-09-29,2024-09-30,Text,DEM,0
Donald Trump,49.1,800,Arizona,2024-09-29,2024-09-30,Text,REP,0
Kamala Harris,49.3,800,North Carolina,2024-09-29,2024-09-30,Text,DEM,0
Donald Trump,49.5,800,North Carolina,2024-09-29,2024-09-30,Text,REP,0
Kamala Harris,48.3,800,Georgia,2024-09-29,2024-09-30,Text,DEM,0
Donald Trump,48.1,800,Georgia,2024-09-29,2024-09-30,Text,REP,0
Donald Trump,47.1,1079,Wisconsin,2024-09-28,2024-09-30,IVR/Live Phone/Text/Online Panel/Email,REP,0
Kamala Harris,44.7,1086,Michigan,2024-09-28,2024-09-30,IVR/Live Phone/Text/Online Panel/Email,DEM,0
Donald Trump,46.9,1086,Michigan,2024-09-28,2024-09-30,IVR/Live Phone/Text/Online Panel/Email,REP,0
Kamala Harris,32,500,North Dakota,2024-09-28,2024-09-30,Live Phone,DEM,0
Donald Trump,59,500,North Dakota,2024-09-28,2024-09-30,Live Phone,REP,0
Kamala Harris,50,11568,National,2024-09-28,2024-09-30,Online Panel,DEM,0
Donald Trump,46,11568,National,2024-09-28,2024-09-30,Online Panel,REP,0
Kamala Harris,60.6,400,New York,2024-09-04,2024-09-30,App Panel,DEM,0
Donald Trump,39.4,400,New York,2024-09-04,2024-09-30,App Panel,REP,0
Kamala Harris,46.4,400,Ohio,2024-08-28,2024-09-30,App Panel,DEM,0
Donald Trump,53.6,400,Ohio,2024-08-28,2024-09-30,App Panel,REP,0
Donald Trump,57,400,Indiana,2024-08-28,2024-09-30,App Panel,REP,0
Kamala Harris,48,1616,National,2024-09-28,2024-09-29,Online Panel,DEM,0
Donald Trump,46,1616,National,2024-09-28,2024-09-29,Online Panel,REP,0
Kamala Harris,49,816,Pennsylvania,2024-09-27,2024-09-29,IVR,DEM,0
Kamala Harris,51,11381,National,2024-09-27,2024-09-29,Online Panel,DEM,0
Donald Trump,46,11381,National,2024-09-27,2024-09-29,Online Panel,REP,0
Donald Trump,52,1182,Alaska,2024-09-27,2024-09-29,Probability Panel,REP,0
Kamala Harris,45.3,1090,Pennsylvania,2024-09-26,2024-09-29,IVR/Live Phone/Text/Online Panel/Email,DEM,0
Donald Trump,47.5,1090,Pennsylvania,2024-09-26,2024-09-29,IVR/Live Phone/Text/Online Panel/Email,REP,0
Kamala Harris,47.6,500,Arizona,2024-09-26,2024-09-29,Live Phone,DEM,0
Donald Trump,45.4,500,Arizona,2024-09-26,2024-09-29,Live Phone,REP,0
Kamala Harris,48,1001,North Carolina,2024-09-25,2024-09-29,Live Phone/Text-to-Web,DEM,0
Donald Trump,50,1001,North Carolina,2024-09-25,2024-09-29,Live Phone/Text-to-Web,REP,0
Kamala Harris,47,953,North Carolina,2024-09-25,2024-09-29,Live Phone,DEM,0
Kamala Harris,48,953,North Carolina,2024-09-25,2024-09-29,Live Phone,DEM,0
Donald Trump,49,953,North Carolina,2024-09-25,2024-09-29,Live Phone,REP,0
Kamala Harris,44,942,Georgia,2024-09-25,2024-09-29,Live Phone,DEM,0
Kamala Harris,45,942,Georgia,2024-09-25,2024-09-29,Live Phone,DEM,0
Donald Trump,50,942,Georgia,2024-09-25,2024-09-29,Live Phone,REP,0
Kamala Harris,47,600,Arizona,2024-09-25,2024-09-29,Live Phone/Text-to-Web,DEM,0
Donald Trump,46,600,Arizona,2024-09-25,2024-09-29,Live Phone/Text-to-Web,REP,0
Kamala Harris,42,1068,South Carolina,2024-09-21,2024-09-29,Live Phone/Online Panel,DEM,0
Donald Trump,51.6,1068,South Carolina,2024-09-21,2024-09-29,Live Phone/Online Panel,REP,0
Donald Trump,46,814,North Carolina,2024-09-20,2024-09-29,Online Panel,REP,0
Donald Trump,48,589,North Carolina,2024-09-20,2024-09-29,Online Panel,REP,0
Kamala Harris,52.1,400,Wisconsin,2024-08-29,2024-09-29,App Panel,DEM,0
Donald Trump,47.9,400,Wisconsin,2024-08-29,2024-09-29,App Panel,REP,0
Kamala Harris,47.6,920,Arizona,2024-09-27,2024-09-28,Online Panel/Text-to-Web,DEM,0
Donald Trump,51.7,920,Arizona,2024-09-27,2024-09-28,Online Panel/Text-to-Web,REP,0
Kamala Harris,49.1,850,North Carolina,2024-09-27,2024-09-28,Online Panel/Text-to-Web,DEM,0
Donald Trump,49.9,850,North Carolina,2024-09-27,2024-09-28,Online Panel/Text-to-Web,REP,0
Kamala Harris,49.3,1000,Pennsylvania,2024-09-27,2024-09-28,Online Panel/Text-to-Web,DEM,0
Donald Trump,48.8,1000,Pennsylvania,2024-09-27,2024-09-28,Online Panel/Text-to-Web,REP,0
Kamala Harris,39,612,Utah,2024-09-27,2024-09-28,IVR/Text,DEM,0
Kamala Harris,50,11289,National,2024-09-26,2024-09-28,Online Panel,DEM,0
Donald Trump,45,11289,National,2024-09-26,2024-09-28,Online Panel,REP,0
Kamala Harris,57,863,Maryland,2024-09-23,2024-09-28,Live Phone/Text-to-Web,DEM,0
Kamala Harris,50,11003,National,2024-09-25,2024-09-27,Online Panel,DEM,0
Donald Trump,45,11003,National,2024-09-25,2024-09-27,Online Panel,REP,0
Kamala Harris,46,779,Texas,2024-09-25,2024-09-27,Online Panel,DEM,0
Donald Trump,53,779,Texas,2024-09-25,2024-09-27,Online Panel,REP,0
Kamala Harris,48,774,Florida,2024-09-25,2024-09-27,Online Panel,DEM,0
Kamala Harris,47,780,North Carolina,2024-09-25,2024-09-27,Online Panel,DEM,0
Kamala Harris,50,789,Michigan,2024-09-24,2024-09-27,Online Panel,DEM,0
Kamala Harris,48,848,National,2024-09-23,2024-09-27,Online Panel,DEM,0
Kamala Harris,44,1000,Ohio,2024-09-18,2024-09-27,Online Panel,DEM,0
Donald Trump,51,1000,Ohio,2024-09-18,2024-09-27,Online Panel,REP,0
Donald Trump,44,2021,National,2024-09-25,2024-09-26,Online Panel,REP,0
Kamala Harris,45,808,Florida,2024-09-25,2024-09-26,IVR/Text,DEM,0
Donald Trump,49,808,Florida,2024-09-25,2024-09-26,IVR/Text,REP,0
Kamala Harris,46,808,Florida,2024-09-25,2024-09-26,IVR/Text,DEM,0
Kamala Harris,44,759,Texas,2024-09-25,2024-09-26,IVR/Text,DEM,0
Donald Trump,49,759,Texas,2024-09-25,2024-09-26,IVR/Text,REP,0
Donald Trump,51,759,Texas,2024-09-25,2024-09-26,IVR/Text,REP,0
Kamala Harris,51,680,Nebraska CD-2,2024-09-24,2024-09-26,Live Phone,DEM,0
Donald Trump,42,680,Nebraska CD-2,2024-09-24,2024-09-26,Live Phone,REP,0
Donald Trump,41,680,Nebraska CD-2,2024-09-24,2024-09-26,Live Phone,REP,0
Kamala Harris,52,680,Nebraska CD-2,2024-09-24,2024-09-26,Live Phone,DEM,0
Donald Trump,43,680,Nebraska CD-2,2024-09-24,2024-09-26,Live Phone,REP,0
Donald Trump,45,11155,National,2024-09-24,2024-09-26,Online Panel,REP,0
Kamala Harris,50,646,Minnesota,2024-09-23,2024-09-26,Online Panel,DEM,0
Donald Trump,44,646,Minnesota,2024-09-23,2024-09-26,Online Panel,REP,0
Donald Trump,49.4,1005,North Carolina,2024-09-23,2024-09-26,IVR/Text-to-Web,REP,0
Kamala Harris,50.8,1735,National,2024-09-22,2024-09-26,Online Panel,DEM,0
Kamala Harris,45,688,Michigan,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,46,688,Michigan,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,48,688,Michigan,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,47,688,Michigan,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,46,688,Michigan,2024-09-21,2024-09-26,Live Phone,DEM,0
Kamala Harris,45,687,Ohio,2024-09-21,2024-09-26,Live Phone,DEM,0
Kamala Harris,44,687,Ohio,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,47,687,Ohio,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,44,687,Ohio,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,50,687,Ohio,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,43,687,Ohio,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,49,687,Ohio,2024-09-21,2024-09-26,Live Phone,REP,0
Donald Trump,47,680,Wisconsin,2024-09-21,2024-09-26,Live Phone,REP,0
Donald Trump,45,680,Wisconsin,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,49,680,Wisconsin,2024-09-21,2024-09-26,Live Phone,DEM,0
Donald Trump,47,680,Wisconsin,2024-09-21,2024-09-26,Live Phone,REP,0
Donald Trump,46,680,Wisconsin,2024-09-21,2024-09-26,Live Phone,REP,0
Kamala Harris,52,882,Wisconsin,2024-09-18,2024-09-26,Probability Panel,DEM,0
Donald Trump,48,882,Wisconsin,2024-09-18,2024-09-26,Probability Panel,REP,0
Kamala Harris,52,798,Wisconsin,2024-09-18,2024-09-26,Probability Panel,DEM,0
Donald Trump,48,798,Wisconsin,2024-09-18,2024-09-26,Probability Panel,REP,0
Kamala Harris,48,882,Wisconsin,2024-09-18,2024-09-26,Probability Panel,DEM,0
Donald Trump,44,882,Wisconsin,2024-09-18,2024-09-26,Probability Panel,REP,0
Kamala Harris,49,798,Wisconsin,2024-09-18,2024-09-26,Probability Panel,DEM,0
Donald Trump,44,798,Wisconsin,2024-09-18,2024-09-26,Probability Panel,REP,0
Kamala Harris,52,1005,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Donald Trump,44,1005,National,2024-09-23,2024-09-25,Online Panel,REP,0
Kamala Harris,45.6,2021,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Kamala Harris,48.6,1663,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Donald Trump,43.9,1663,National,2024-09-23,2024-09-25,Online Panel,REP,0
Kamala Harris,49.5,1524,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Donald Trump,45.7,1524,National,2024-09-23,2024-09-25,Online Panel,REP,0
Donald Trump,43.9,1044,Nevada,2024-09-23,2024-09-25,Online Panel,REP,0
Donald Trump,43.3,1044,Nevada,2024-09-23,2024-09-25,Online Panel,REP,0
Kamala Harris,49.7,736,Nevada,2024-09-23,2024-09-25,Online Panel,DEM,0
Kamala Harris,47.7,628,Nevada,2024-09-23,2024-09-25,Online Panel,DEM,0
Donald Trump,48.8,628,Nevada,2024-09-23,2024-09-25,Online Panel,REP,0
Kamala Harris,55.5,1000,New York,2024-09-23,2024-09-25,Online Panel/Text-to-Web,DEM,0
Donald Trump,41.6,1000,New York,2024-09-23,2024-09-25,Online Panel/Text-to-Web,REP,0
Kamala Harris,50,2952,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Kamala Harris,51,10966,National,2024-09-23,2024-09-25,Online Panel,DEM,0
Donald Trump,45,10966,National,2024-09-23,2024-09-25,Online Panel,REP,0
Kamala Harris,44.9,600,Florida,2024-09-22,2024-09-25,IVR/Text-to-Web,DEM,0
Donald Trump,46.9,600,Florida,2024-09-22,2024-09-25,IVR/Text-to-Web,REP,0
Kamala Harris,48,931,North Carolina,2024-09-20,2024-09-25,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,DEM,0
Donald Trump,48,931,North Carolina,2024-09-20,2024-09-25,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,REP,0
Kamala Harris,53,749,Nebraska CD-2,2024-09-20,2024-09-25,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,DEM,0
Donald Trump,42,749,Nebraska CD-2,2024-09-20,2024-09-25,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,REP,0
Kamala Harris,48.6,946,Arizona,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,49.7,946,Arizona,2024-09-20,2024-09-25,Online Ad,REP,0
Donald Trump,49.8,946,Arizona,2024-09-20,2024-09-25,Online Ad,REP,0
Kamala Harris,46.6,918,Michigan,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,50.4,918,Michigan,2024-09-20,2024-09-25,Online Ad,REP,0
Kamala Harris,47.2,918,Michigan,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,50.6,918,Michigan,2024-09-20,2024-09-25,Online Ad,REP,0
Donald Trump,47.7,858,Nevada,2024-09-20,2024-09-25,Online Ad,REP,0
Kamala Harris,50.5,858,Nevada,2024-09-20,2024-09-25,Online Ad,DEM,0
Kamala Harris,48.2,1077,Wisconsin,2024-09-20,2024-09-25,Online Ad,DEM,0
Kamala Harris,48.2,1077,Wisconsin,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,49.7,1077,Wisconsin,2024-09-20,2024-09-25,Online Ad,REP,0
Donald Trump,47.3,1173,North Carolina,2024-09-20,2024-09-25,Online Ad,REP,0
Kamala Harris,50.5,1173,North Carolina,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,49.3,1200,Georgia,2024-09-20,2024-09-25,Online Ad,REP,0
Kamala Harris,49,1200,Georgia,2024-09-20,2024-09-25,Online Ad,DEM,0
Donald Trump,49.6,1200,Georgia,2024-09-20,2024-09-25,Online Ad,REP,0
Donald Trump,46,977,Arizona,2024-09-19,2024-09-25,Online Panel,REP,0
Kamala Harris,50,977,Arizona,2024-09-19,2024-09-25,Online Panel,DEM,0
